Unavngivet regneark - Ark1(1)
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
"""Rustam Fights the Dragon (Rustam&#39;s Third Course)"", Folio from a Shahnama (Book of Kings)";"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)";Abu'l Qasim Firdausi;;"<p>Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus) </p><p>Date: ca. 1330–40<br/>Accession Number: 2003.330.1</p>";"/art/collection/search/454874?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=50";https://images.metmuseum.org/CRDImages/is/mobile-large/DP215910.jpg;is/web-additional/DP215910.jpg;is/web-large/DP215910.jpg;ca. 1330–40;Ink, opaque watercolor, and gold on paper;2008.30.01;Not on view
Short Sword (Yatagan) from the Court of Süleyman the Magnificent (reigned 1520–66);Workshop of Ahmed Tekelü (possibly Iranian, active Istanbul, ca. 1520–30);Ahmed Tekelü;Turkish, Istanbul;<p>Workshop of Ahmed Tekelü (possibly Iranian, active Istanbul, ca. 1520–30) </p><p>Date: ca. 1525–30<br/>Accession Number: 1993.14</p>;"/art/collection/search/24953?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=51";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP216853.jpg;aa/web-additional/DP216853.jpg;aa/web-large/DP216853.jpg;ca. 1525–30;Steel, gold, ivory (walrus), silver, turquoise, pearls, rubies;1993.14.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjg4ODgzLDQwLjc4MDA5NjIxQGxtQDc2NDMyNDgyODg4Ng==' target='_blank'>Gallery 379</a>
Cuirass (Armor for the Torso and Hips) and Greaves (Lower Leg Defenses);;;Japanese;<p>Date: probably late 18th–early 19th century<br/>Accession Number: 2006.268a–c</p>;"/art/collection/search/34184?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=52";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP328550.jpg;aa/web-additional/DP328550.jpg;aa/web-large/DP328550.jpg;probably late 18th–early 19th century;Iron, silver, gold, copper alloy, leather, wood, textile;2006.268a–c;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0MzgzLDQwLjc3OTg4MzY0QGxtQDE3MjYzNTMzNTY4Ng==' target='_blank'>Gallery 377</a>
Watch in the form of a badge of the Order of the Garter;Movement by Nicholas Vallin (Flemish, active ca. 1590–died 1603);Nicholas Vallin;British, London;<p>Movement by Nicholas Vallin (Flemish, active ca. 1590–died 1603) </p><p>Date: ca. 1600<br/>Accession Number: 17.190.1475</p>;"/art/collection/search/194067?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=53";https://images.metmuseum.org/CRDImages/es/mobile-large/DP340439.jpg;es/web-additional/DP340439.jpg;es/web-large/DP340439.jpg;ca. 1600;"Case and dial: gold, partly enameled; movement: gilded brass and steel";20.34.35;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY4NjM3LDQwLjc3OTgwNjM2QGxtQDU0MDUyMTEwMjA=' target='_blank'>Gallery 509</a>
Saber and Dart with Scabbard;;;"Mounts and scabbard, Turkish; blade, European";<p>Date: 17th century<br/>Accession Number: 36.25.1631a–c</p>;"/art/collection/search/23991?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=54";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP160627.jpg;aa/web-additional/DP160627.jpg;aa/web-large/DP160627.jpg;17th century;Steel, silver, gold, wood, leather, copper-silver alloy (niello);36.25.1631a–c;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjg4ODgzLDQwLjc4MDA5NjIxQGxtQDc2NDMyNDgyODg4Ng==' target='_blank'>Gallery 379</a>
Sword with Scabbard Mounts;;;Chinese;<p>Date: ca. 600<br/>Accession Number: 30.65.2</p>;"/art/collection/search/23352?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=55";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP101367.jpg;aa/web-additional/DP101367.jpg;aa/web-large/DP101367.jpg;ca. 600;Iron, bronze, gold, silver, wood;31.05.02;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0MzgzLDQwLjc3OTg4MzY0QGxtQDE3MjYzNTMzNTY4Ng==' target='_blank'>Gallery 377</a>
Scene from the Life of the Buddha;;;Japan;<p>Date: early 15th century<br/>Accession Number: 1993.478.1</p>;"/art/collection/search/45209?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=56";https://images.metmuseum.org/CRDImages/as/mobile-large/DT3649.jpg;as/web-additional/DT3649.jpg;as/web-large/DT3649.jpg;early 15th century;"Section of a wall panel mounted as a hanging scroll; ink, color, and gold on silk";2000.58.01;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjg0ODUsNDAuNzgwMjc1NzVAbG1ANzAzNjEyMjg0MjIz' target='_blank'>Gallery 226</a>
Case (Inrō) with Design of Children in a Circle around a Dragon Pond;;;Japan;<p>Date: 18th century<br/>Accession Number: 29.100.797</p>;"/art/collection/search/58706?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=57";https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_797_O3.JPG;as/web-additional/29_100_797_O3.JPG;as/web-large/29_100_797_O3.JPG;18th century;"Lacquer, roiro, gold and silver togidashi, nashiji; Interior: nashiji and fundame";30.53.17;Not on view
Saber with Scabbard;;;Eastern European, probably Hungary;<p>Date: ca. 1550<br/>Accession Number: 29.158.717a–c</p>;"/art/collection/search/33999?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=58";https://images.metmuseum.org/CRDImages/aa/mobile-large/sfrl29.158.717_76627.jpg;aa/web-additional/sfrl29.158.717_76627.jpg;aa/web-large/sfrl29.158.717_76627.jpg;ca. 1550;Steel, gold, wood, leather;29.158.717a–c;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI1ODQ5LDQwLjc3OTk3NEBsbUA4OTYxODc5ODA4MzI=' target='_blank'>Gallery 373</a>
Bracelet;Riker Brothers (active 1892–1926);Riker Brothers;American;<p>Riker Brothers (active 1892–1926) </p><p>Date: ca. 1900<br/>Accession Number: 2006.108</p>;"/art/collection/search/19083?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=59";https://images.metmuseum.org/CRDImages/ad/mobile-large/SFjk5362005.JPG;ad/web-additional/SFjk5362005.JPG;ad/web-large/SFjk5362005.JPG;ca. 1900;Gold, diamond, and Montana sapphire;2007.48.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzYxMyw0MC43ODAyNzM1MkBsbUAzMzI1' target='_blank'>Gallery 706</a>
"Case (Inrō) with Design of Chinese Sage beside and Ox (obverse); Dragon in Clouds over a Waterfall (reverse)";;;Japan;<p>Date: 19th century<br/>Accession Number: 29.100.764</p>;"/art/collection/search/58675?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=60";https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_764_O3.JPG;as/web-additional/29_100_764_O3.JPG;as/web-large/29_100_764_O3.JPG;19th century;"Lacquer, kinji, nashiji, gold and silver hiramakie, takamakie, metal inlay; Interior: gyobu nashiji and fundame";30.52.44;Not on view
"Case (Inrō) with Design of Magician Handaka Sonja Seated beneath Tree (obverse); Karako Pointing at Dragon in Sky (reverse)";;;Japan;<p>Date: 19th century<br/>Accession Number: 13.67.77</p>;"/art/collection/search/58606?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=61";https://images.metmuseum.org/CRDImages/as/mobile-large/13_67_77_O3.JPG;as/web-additional/13_67_77_O3.JPG;as/web-large/13_67_77_O3.JPG;19th century;"Lacquer, kinji, gold, silver, brown and red hiramakie, metal inlay; Interior: nashiji and fundame";14.08.17;Not on view
Saddle, Saddle Pad, Stirrups, Rein, Stirrup Straps, Bit and Bridle, Breaststrap, Tassel, and Crupper;;;Tibetan;<p>Date: 18th–19th century<br/>Accession Number: 36.25.583a–k</p>;"/art/collection/search/24291?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=62";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP124301.jpg;aa/web-additional/DP124301.jpg;aa/web-large/DP124301.jpg;18th–19th century;Iron, gold, copper, turquoise, wood (fruitwood), leather (buckskin, doeskin), linen, silk, wool, hair (yak);36.25.583a–k;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk1ODE0LDQwLjc4MDAwMTE1QGxtQDQ3MjQ3NzM2ODM3Ng==' target='_blank'>Gallery 378</a>
Teapot;;;German, Dresden mounts and Indian, Mughal crystal;<p>Date: rock crystal ca. 1700, mounts ca. 1720<br/>Accession Number: 1985.195.11</p>;"/art/collection/search/207534?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=63";https://images.metmuseum.org/CRDImages/es/mobile-large/DT8123.jpg;es/web-additional/DT8123.jpg;es/web-large/DT8123.jpg;rock crystal ca. 1700, mounts ca. 1720;Rock crystal, gold mounts;1988.15.11;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY5MjQxLDQwLjc3OTEwNzAxQGxtQDkwMTczNzQyODEyMg==' target='_blank'>Gallery 533</a>
"""Bahram Gur Slays a Dragon"", Folio from a Shahnama (Book of Kings)";"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)";Abu'l Qasim Firdausi;;"<p>Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus) </p><p>Date: ca. 1330–40<br/>Accession Number: 1974.290.36</p>";"/art/collection/search/452661?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=64";https://images.metmuseum.org/CRDImages/is/mobile-large/DP108583.jpg;is/web-additional/DP108583.jpg;is/web-large/DP108583.jpg;ca. 1330–40;Ink, opaque watercolor, gold, and silver on paper;1978.50.36;Not on view
"""Isfandiyar&#39;s Third Course: He Slays a Dragon"", Folio from a Shahnama (Book of Kings)";"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)";Abu'l Qasim Firdausi;;"<p>Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus) </p><p>Date: ca. 1330–40<br/>Accession Number: 1974.290.26</p>";"/art/collection/search/452651?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=65";https://images.metmuseum.org/CRDImages/is/mobile-large/DP108574.jpg;is/web-additional/DP108574.jpg;is/web-large/DP108574.jpg;ca. 1330–40;Ink, opaque watercolor, gold, and silver on paper;1978.50.26;Not on view
Saint Margaret and the Dragon;Workshop of Agnolo Gaddi (Italian, Florentine, active by 1369–died 1396);Agnolo Gaddi;;<p>Workshop of Agnolo Gaddi (Italian, Florentine, active by 1369–died 1396) </p><p>Date: ca. 1390<br/>Accession Number: 41.190.23</p>;"/art/collection/search/436429?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=66";https://images.metmuseum.org/CRDImages/ep/mobile-large/SF Gaddi.jpg;ep/web-additional/SF Gaddi.jpg;ep/web-large/SF Gaddi.jpg;ca. 1390;Tempera on wood, gold ground;44.10.23;Not on view
Emperor’s twelve-symbol festival robe;Accession Number: 54.14.2;;China;<p>Accession Number: 54.14.2</p>;"/art/collection/search/60506?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=67";https://images.metmuseum.org/CRDImages/as/mobile-large/DT842.jpg;as/web-additional/DT842.jpg;as/web-large/DT842.jpg;;Silk and gold and silver thread embroidery on silk twill;54.14.02;Not on view
Sword Guard (<i>Tsuba</i>) Depicting Legendary Chinese Horse Doctor Mâshi Húang (馬師皇図鐔);;;Japanese;<p>Date: early 19th century<br/>Accession Number: 81.1.410</p>;"/art/collection/search/24983?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=68";https://images.metmuseum.org/CRDImages/aa/mobile-large/81.1.410_002jan2014.jpg;aa/web-additional/81.1.410_002jan2014.jpg;aa/web-large/81.1.410_002jan2014.jpg;early 19th century;Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, silver, copper;81.07.50;Not on view
Folio from a Khavarannama (The Book of the East) of ibn Husam al-Din;Maulana Muhammad Ibn Husam ad Din (Iranian, died 1470);Maulana Muhammad Ibn Husam ad Din;;<p>Maulana Muhammad Ibn Husam ad Din (Iranian, died 1470) </p><p>Date: ca. 1476–86<br/>Accession Number: 55.125.2</p>;"/art/collection/search/451325?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=69";https://images.metmuseum.org/CRDImages/is/mobile-large/sf55-125-2r.jpg;is/web-additional/sf55-125-2r.jpg;is/web-large/sf55-125-2r.jpg;ca. 1476–86;Opaque watercolor, silver, and gold on paper;57.05.02;Not on view
Robe for Tibetan aristocrat (chuba);;;Tibet;<p>Date: 18th century<br/>Accession Number: 62.206</p>;"/art/collection/search/70360?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=70";https://images.metmuseum.org/CRDImages/as/mobile-large/62_206_F.JPG;as/web-additional/62_206_F.JPG;as/web-large/62_206_F.JPG;18th century;Silk, wrapped gold on cream silk, wrapped peacock feather filaments;65.26.00;Not on view
Textile with Dragons and Phoenixes;;;China;<p>Date: late 13th–14th century<br/>Accession Number: 2012.399</p>;"/art/collection/search/77154?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=71";https://images.metmuseum.org/CRDImages/as/mobile-large/TR_536_1_2011_Strm1.jpg;as/web-additional/TR_536_1_2011_Strm1.jpg;as/web-large/TR_536_1_2011_Strm1.jpg;late 13th–14th century;Silk and gold thread lampas;2018.39.00;Not on view
Flintlock Gun;;;"Indian, Sindh (now Pakistan); lock, British";<p>Date: second quarter of the 19th century<br/>Accession Number: 36.25.2152</p>;"/art/collection/search/24483?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=72";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP166296.jpg;aa/web-additional/DP166296.jpg;aa/web-large/DP166296.jpg;second quarter of the 19th century;Steel, ebony, gold, enamel, rubies, emeralds, textile;37.00.52;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjg4ODgzLDQwLjc4MDA5NjIxQGxtQDc2NDMyNDgyODg4Ng==' target='_blank'>Gallery 379</a>
Helmet with Feather Crest (清 羽飾頭盔);;;Chinese;<p>Date: 17th–18th century<br/>Accession Number: 36.25.2c–e, .7a</p>;"/art/collection/search/732564?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=73";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP-835-001.jpg;aa/web-additional/DP-835-001.jpg;aa/web-large/DP-835-001.jpg;17th–18th century;Steel, gold, silk, feathers (eagle, kingfisher), paper, turquoise, coral, pearls, fur (marten), silk, copper alloy, silver;36.25.2c–e, .7a;Not on view
Saint George;Carlo Crivelli (Italian, Venice (?), active by 1457–died 1494/95 Ascoli Piceno);Carlo Crivelli;;<p>Carlo Crivelli (Italian, Venice (?), active by 1457–died 1494/95 Ascoli Piceno) </p><p>Date: 1472<br/>Accession Number: 05.41.2</p>;"/art/collection/search/438691?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=74";https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1453.jpg;ep/web-additional/DT1453.jpg;ep/web-large/DT1453.jpg;1472;Tempera on wood, gold ground, transferred to Masonite;05.41.02;Not on view
Sword Guard (<i>Tsuba</i>) Depicting Two Dragons Chasing a Gem (玉追い双龍図南蛮鐔);;;Japanese;<p>Date: ca. 1615–1868<br/>Accession Number: 91.1.756</p>;"/art/collection/search/25676?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=75";https://images.metmuseum.org/CRDImages/aa/mobile-large/91.1.756_001jan2014.jpg;aa/web-additional/91.1.756_001jan2014.jpg;aa/web-large/91.1.756_001jan2014.jpg;ca. 1615–1868;Iron, gold, copper;91.13.36;Not on view
Saints Michael and Francis;Juan de Flandes (Netherlandish, active by 1496–died 1519 Palencia);Juan de Flandes;;<p>Juan de Flandes (Netherlandish, active by 1496–died 1519 Palencia) </p><p>Date: ca. 1505–9<br/>Accession Number: 58.132</p>;"/art/collection/search/436802?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=76";https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-18296-027.jpg;ep/web-additional/DP-18296-027.jpg;ep/web-large/DP-18296-027.jpg;ca. 1505–9;Oil on wood, gold ground;60.12.00;Not on view
Canonization scroll of Li Zhong;Unidentified artist (17th century);Unidentified artist;China;<p>Unidentified artist (17th century)</p><p>Date: colophon dated 1641<br/>Accession Number: 38.31.1</p>;"/art/collection/search/51585?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=77";https://images.metmuseum.org/CRDImages/as/mobile-large/DP200661_CRD.jpg;as/web-additional/DP200661_CRD.jpg;as/web-large/DP200661_CRD.jpg;colophon dated 1641;"Handscroll; ink color, and gold on silk";38.31.01;Not on view
Dakini;;;Japan;<p>Date: 14th century<br/>Accession Number: 2000.274</p>;"/art/collection/search/54199?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=78";https://images.metmuseum.org/CRDImages/as/mobile-large/DT215133.jpg;as/web-additional/DT215133.jpg;as/web-large/DT215133.jpg;14th century;"Hanging scroll; ink, color, and gold on hemp";2004.34.00;Not on view
Saint Michael Presenting a Donor to Christ as Salvator Mundi;Southern Netherlands Bruges (?);Southern Netherlands;Southern Netherlands, probably Bruges;<p>Southern Netherlands Bruges (?)</p><p>Date: ca. 1400–1410<br/>Accession Number: 1975.1.2469</p>;"/art/collection/search/460799?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=79";https://images.metmuseum.org/CRDImages/rl/mobile-large/sf-rlc-1975-1-2469.JPG;rl/web-additional/sf-rlc-1975-1-2469.JPG;rl/web-large/sf-rlc-1975-1-2469.JPG;ca. 1400–1410;Tempera and gold leaf on parchment;1975.42.09;Not on view
Set of Saddle Plates;;;Tibetan or Chinese;<p>Date: ca. 1400<br/>Accession Number: 1999.118a–g</p>;"/art/collection/search/26570?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=80";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP330541.jpg;aa/web-additional/DP330541.jpg;aa/web-large/DP330541.jpg;ca. 1400;Iron, gold, lapis lazuli, turquoise;1999.118a–g;Not on view
"Double Title Page from a `Aja&#39;ib al-Makhluqat wa Ghara&#39;ib al-Mawjudat (The Wonders of Creation and the Oddities of Existence)";Zakaria bin Muhammad bin Mahmud Abu Yahya Qazwini (ca. 1203–83);Zakaria bin Muhammad bin Mahmud Abu Yahya Qazwini;;<p>Zakaria bin Muhammad bin Mahmud Abu Yahya Qazwini (ca. 1203–83) </p><p>Date: 1414–35<br/>Accession Number: 34.109</p>;"/art/collection/search/449012?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=81";https://images.metmuseum.org/CRDImages/is/mobile-large/DP164654.jpg;is/web-additional/DP164654.jpg;is/web-large/DP164654.jpg;1414–35;Ink, opaque watercolor, and gold on paper;35.49.00;Not on view
Helmet;;;Mongolian or Chinese;<p>Date: 1350–1450<br/>Accession Number: 2005.270</p>;"/art/collection/search/26917?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=82";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP124368.jpg;aa/web-additional/DP124368.jpg;aa/web-large/DP124368.jpg;1350–1450;Iron, gold;2009.30.00;Not on view
Shaka (Shakyamuni), the Historical Buddha, with Two Attendant Bodhisattvas and Sixteen Arhats;;;Japan;<p>Date: 14th century<br/>Accession Number: 2015.300.1</p>;"/art/collection/search/53179?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=83";https://images.metmuseum.org/CRDImages/as/mobile-large/DP361141.jpg;as/web-additional/DP361141.jpg;as/web-large/DP361141.jpg;14th century;"Hanging scroll; ink, color, and gold on silk";2020.00.01;Not on view
Case (Inrō) with Design of Dragons among Clouds;;;Japan;<p>Date: 18th–19th century<br/>Accession Number: 13.67.58</p>;"/art/collection/search/58597?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=84";https://images.metmuseum.org/CRDImages/as/mobile-large/13_67_58_O3.JPG;as/web-additional/13_67_58_O3.JPG;as/web-large/13_67_58_O3.JPG;18th–19th century;"Lacquer, roiro, nashiji, gold and silver togidashi; Interior: roiro and fundame";14.07.58;Not on view
Octagonal Bowl with Dragons and Auspicious Motifs;Eiraku Tokuzen (Japanese, 1853–1909);Eiraku Tokuzen;Japan;<p>Eiraku Tokuzen (Japanese, 1853–1909) </p><p>Date: second half of the 19th century<br/>Accession Number: 23.225.250</p>;"/art/collection/search/63022?&what=Gold&ft=Dragon&offset=0&rpp=100&amp;pos=85";https://images.metmuseum.org/CRDImages/as/mobile-large/DP-17989-004.jpg;as/web-additional/DP-17989-004.jpg;as/web-large/DP-17989-004.jpg;second half of the 19th century;Porcelain painted with red and gold over a transparent glaze (Kyoto ware, Eiraku type);26.49.10;Not on view
